TeamSeason,Offense,Defense
ARI-2009,-0.0328615456764,-0.0118973882477
ATL-2009,0.00518929275452,-0.0583370880041
BAL-2009,0.0583624032428,-0.0561352176306
BUF-2009,-0.0230389775002,0.0657298726863
CAR-2009,0.0338206918438,0.0278539363164
CHI-2009,-0.00701530208557,-0.00320455318668
CIN-2009,0.00286338402792,-0.0028157305485
CLE-2009,-0.012577631529,0.0556195508851
DAL-2009,0.0591445794537,-0.0213821673401
DEN-2009,-0.0499261229145,0.0371720262222
DET-2009,0.00699155948908,-0.0311238046967
GB-2009,0.0693142494356,-0.123308186071
HOU-2009,-0.11151591367,-0.0404213946747
IND-2009,0.0138871260829,0.0193220011446
JAC-2009,0.0972748399041,-0.0565622243433
KC-2009,-0.102652097323,0.0801526541842
MIA-2009,0.0677674991463,0.0230317083973
MIN-2009,-0.0564773006188,-0.144383071299
NE-2009,0.0243676402298,-0.0384570461426
NO-2009,0.0776320662235,0.11846005005
NYG-2009,-0.0274927658671,0.10185478587
NYJ-2009,0.0454308875823,-0.0829511115317
OAK-2009,-0.0625403461144,0.0851186446443
PHI-2009,0.062825084944,-0.041723464468
PIT-2009,0.0044381635895,0.00493422609695
SD-2009,-0.0936564154208,0.0167767388453
SEA-2009,-0.0747905028162,-0.0446722358243
SF-2009,-0.0177675183087,-0.113658767847
STL-2009,-0.0440684835004,0.0941197968621
TB-2009,-0.0583304161002,0.0541277013704
TEN-2009,0.120874541862,0.0196470103545
WAS-2009,-0.0624773528174,-0.0742597559531
ARI-2010,-0.0475678744799,0.0402299488132
ATL-2010,-0.00874978234174,-0.0143849172768
BAL-2010,-0.0292378473781,-0.0147911474048
BUF-2010,-0.057890922771,0.0350257852669
CAR-2010,-0.140213919596,0.0389004652127
CHI-2010,-0.00736215296583,-0.132299584041
CIN-2010,-0.111582646869,0.0512359153901
CLE-2010,-0.0470467697905,0.0276058125229
DAL-2010,0.0504401271284,-0.0557151482881
DEN-2010,-0.0800639830681,0.0890891930307
DET-2010,-0.000338594668337,0.0650053614966
GB-2010,0.0404803410453,-0.00208766591036
HOU-2010,0.144245106824,0.0374846042572
IND-2010,0.00586856315689,0.0129085913462
JAC-2010,0.120847738611,0.0484027105016
KC-2010,0.0142792683086,0.0245609998033
MIA-2010,-0.0558159178173,-0.097132060137
MIN-2010,0.0130280045637,-0.0351503505196
NE-2010,0.208145180274,0.0682710631533
NO-2010,-0.0274816557822,-0.0051516238927
NYG-2010,-0.0545888247896,-0.031533161322
NYJ-2010,0.0167718936311,-0.142771111358
OAK-2010,0.0663985804702,-0.0170286987225
PHI-2010,0.20525503799,-0.0117340414424
PIT-2010,0.0125902175469,-0.0625271973557
SD-2010,-0.0521350155583,-0.0675498873543
SEA-2010,-0.0465677576305,0.0260003745425
SF-2010,-0.0542037894208,-0.0433150718807
STL-2010,-0.055769574253,0.0189660420197
TB-2010,0.0111678563122,0.0917061065879
TEN-2010,-0.0721667326832,-0.0553500923129
WAS-2010,-0.0319032327978,0.021654617776
ARI-2011,0.00755597843026,0.0162255660543
ATL-2011,-0.0111696193848,-0.0541810489603
BAL-2011,0.00140263257818,-0.0674049066659
BUF-2011,0.0400660546429,0.0836750796596
CAR-2011,0.232741413015,0.0829769527707
CHI-2011,-0.0348757591753,-0.156113359841
CIN-2011,-0.0345636107841,-0.00263085649575
CLE-2011,-0.0243099330098,0.0700082470103
DAL-2011,-0.051287519559,-0.0394186194203
DEN-2011,0.00389933187577,-0.0013499231313
DET-2011,0.0349958865899,0.00624001535013
GB-2011,0.019506497055,0.0559653093806
HOU-2011,-0.013128463514,-0.0330975369183
IND-2011,-0.0555877993989,0.0240892425937
JAC-2011,-0.0504339857563,-0.105874567341
KC-2011,-0.101976742161,-0.0495370934501
MIA-2011,-0.0760511897461,-0.0639463834813
MIN-2011,0.142104909516,-0.0651589575679
NE-2011,0.100161998705,0.0399139672972
NO-2011,0.0948228669897,0.0535001791025
NYG-2011,-0.0560653114749,0.0396683408927
NYJ-2011,-0.0163531058363,-0.0524865268463
OAK-2011,-0.021267101614,0.0729113870362
PHI-2011,0.123948522622,-0.00351634284237
PIT-2011,0.0206998606112,0.0236850259742
SD-2011,0.0316713606472,0.0506738319155
SEA-2011,-0.042665094151,0.0108619979086
SF-2011,-0.0572523755323,-0.124150203099
STL-2011,-0.0388022788103,0.0620708202294
TB-2011,-0.0698440566825,0.065433548128
TEN-2011,-0.0675893973345,-0.0387064748829
WAS-2011,-0.0369692878104,0.0145984644081
ARI-2012,-0.164587103293,-0.0373010852181
ATL-2012,-0.0888810572834,0.0620731969536
BAL-2012,0.00377727576046,-0.0209165283885
BUF-2012,0.0338718103696,0.113122696
CAR-2012,0.0611797027181,0.0136086266943
CHI-2012,-0.000518377825276,-0.134676436998
CIN-2012,0.0486210274327,0.0208371905177
CLE-2012,0.00648792673236,-0.0114708238096
DAL-2012,-0.048659857561,-0.00208029803836
DEN-2012,-0.0758319367176,-0.0361798696242
DET-2012,-0.0135461780535,0.0324388973423
GB-2012,0.00851744226062,0.00558176731005
HOU-2012,0.00518913454132,-0.0950627038293
IND-2012,0.0571979265442,0.112265777406
JAC-2012,-0.0773489888319,0.0562165132387
KC-2012,-0.0105091055091,0.0452615362709
MIA-2012,-0.0383821284,-0.000784094532449
MIN-2012,0.0844414576579,-0.0750438765923
NE-2012,0.0668333160593,-0.110011990172
NO-2012,0.0339930520692,0.0733264359472
NYG-2012,0.0627410932374,0.0033646719095
NYJ-2012,-0.00512000502921,-0.00492104737365
OAK-2012,-0.14829598455,0.0452010340673
PHI-2012,-0.110829565377,-0.000445813075236
PIT-2012,-0.108064696618,-0.0242674667733
SD-2012,-0.0922482308125,-0.0840458191129
SEA-2012,0.104777411753,0.0123480556687
SF-2012,0.102893018651,-0.0696748523352
STL-2012,0.0197934032899,-0.00341103886318
TB-2012,0.0278332175135,-0.0780090100511
TEN-2012,-0.0580564524054,0.0866168374324
WAS-2012,0.138485365729,0.0337673216061
ARI-2013,-0.0171536792552,-0.112564733486
ATL-2013,0.0166317545444,0.0828507306239
BAL-2013,-0.175471299848,-0.0606640873942
BUF-2013,0.0320324312469,-0.00585712672111
CAR-2013,0.0927427115824,-0.0696774232851
CHI-2013,0.0504305877439,0.177337973802
CIN-2013,-0.0456150000186,-0.0501113837527
CLE-2013,0.0171891541213,0.0648622728455
DAL-2013,0.0998485333826,0.0821230241805
DEN-2013,0.0342830701617,-0.0744127442024
DET-2013,-0.0696445069184,-0.137360276882
GB-2013,0.0785193608531,0.121021676337
HOU-2013,-0.0152526201179,-0.0271050635548
IND-2013,0.0704625177586,0.0217102451315
JAC-2013,-0.11383487165,0.0097069582327
KC-2013,0.0580517400001,-0.0159542127925
MIA-2013,-0.0842290028364,0.0731887658312
MIN-2013,0.0594611284938,-0.00826922584909
NE-2013,-0.00207745322107,0.0522613200858
NO-2013,-0.00833449368259,0.0503893478403
NYG-2013,-0.183666255246,-0.0674836170985
NYJ-2013,-0.0374632781809,-0.0845735940778
OAK-2013,0.00948513263178,-0.00938300440633
PHI-2013,0.111492386329,-0.103895686049
PIT-2013,-0.0845940249534,0.0737196649538
SD-2013,0.0537348937815,0.096328798326
SEA-2013,-0.00556260367168,-0.0354590441892
SF-2013,-0.0243987595193,-0.0724182635908
STL-2013,-0.0348040904387,-0.0398382214114
TB-2013,-0.0267351295967,-0.0479985404004
TEN-2013,0.0490423712296,0.00856184277593
WAS-2013,0.0347700862453,0.0243515683558
ARI-2014,-0.0607513010295,-0.0268468525493
ATL-2014,-0.0437825052604,0.101628367068
BAL-2014,-0.0192265853901,-0.0748696868243
BUF-2014,-0.0900476474376,-0.0389027544808
CAR-2014,-0.00324476574977,0.0575458493888
CHI-2014,0.067129015619,0.00967631313786
CIN-2014,0.0462692895213,0.0799839584708
CLE-2014,-0.094869427609,0.0339487462501
DAL-2014,0.0458389943033,0.0348052937826
DEN-2014,0.0490865944391,-0.0876345099835
DET-2014,-0.0536603232719,-0.186418313108
GB-2014,0.0375816185966,-0.0119829676918
HOU-2014,-0.0168211142156,-0.0363951581973
IND-2014,-0.0606089009446,0.00437369183477
JAC-2014,0.0122999737139,0.0497035101884
KC-2014,0.0851723932798,0.0517432324882
MIA-2014,0.0283201925797,-0.0155155128209
MIN-2014,0.0841059493732,0.0600909917573
NE-2014,0.0469706103729,0.00153523980279
NO-2014,0.0544365727158,0.156305340514
NYG-2014,-0.0416612733706,0.0975086525629
NYJ-2014,0.0186735218133,0.000683846605675
OAK-2014,-0.136418440589,-0.00332093577385
PHI-2014,-0.0504759975333,-0.0950620467016
PIT-2014,-0.0412992660024,0.0148622768207
SD-2014,-0.0315314160368,-0.0219691174202
SEA-2014,0.184747922482,-0.12351576352
SF-2014,-0.00106190846036,-0.0377767381553
STL-2014,-0.0319840065576,-0.0781578520221
TB-2014,-0.0769595681003,-0.0231969648506
TEN-2014,-0.0208022225606,0.0528392133596
WAS-2014,0.0339363233976,-0.0398024141951
ARI-2015,0.0258260548574,-0.119708361573
ATL-2015,-0.0780831892348,0.00735219245791
BAL-2015,-0.0523879927236,-0.0613414525291
BUF-2015,0.0779151712439,0.119055108349
CAR-2015,0.0837457395817,-0.017410307906
CHI-2015,0.0514089346392,0.0408585016163
CIN-2015,-0.0236992224697,-0.0154109024501
CLE-2015,0.00130766110786,0.0458514598496
DAL-2015,-0.000327170429268,0.0698253138603
DEN-2015,-0.015982487015,-0.0625346615939
DET-2015,-0.0495225424813,-0.0091148793039
GB-2015,0.0314044789005,0.0248368931104
HOU-2015,-0.0510373093623,-0.0129211518558
IND-2015,-0.101362140095,0.0140227074027
JAC-2015,-0.0916550710519,0.0205802768345
KC-2015,0.0957514415482,-0.0364056719617
MIA-2015,-0.0100033102398,0.0288885093004
MIN-2015,0.10484559545,-0.012091037429
NE-2015,0.0248441172727,-0.0161019066398
NO-2015,0.0268682747219,0.00571057997909
NYG-2015,-0.0329387562112,0.0423603959299
NYJ-2015,-0.0466052881007,-0.121155641641
OAK-2015,-0.012554523103,-0.00686345356334
PHI-2015,-0.0215055054198,0.106815739507
PIT-2015,0.114468399948,-0.0606351593443
SD-2015,-0.0748578906686,0.0537580309181
SEA-2015,0.0682165861233,-0.0679586983845
SF-2015,0.045734067553,0.0359352838049
STL-2015,-0.0127820597018,-0.0839649909846
TB-2015,0.00328714531297,-0.017460392309
TEN-2015,-0.0732289520993,0.0238834769022
WAS-2015,-0.0991871082052,0.00374651274267
ARI-2016,-0.00866106085505,-0.0739952258926
ATL-2016,0.0752414561183,0.094024796531
BAL-2016,0.0144669740127,-0.146609628169
BUF-2016,0.165364070758,-0.025428603928
CAR-2016,-0.0490692581687,-0.00816668207603
CHI-2016,-0.0309780432111,0.0804996124514
CIN-2016,0.074715838859,0.0228313004299
CLE-2016,-0.0018018933075,0.0255925991469
DAL-2016,0.128559540914,-0.0313085566992
DEN-2016,-0.107771174059,0.0782772653166
DET-2016,-0.00605598908931,0.0339521352688
GB-2016,0.0829370824309,0.0287845500105
HOU-2016,-0.050301923578,-0.0692205476055
IND-2016,0.0137473720478,0.100628486106
JAC-2016,-0.0748447126834,0.028400975292
KC-2016,-0.0416832647466,0.0769994103373
LA-2016,-0.0672532787542,-0.00860233046928
MIA-2016,0.0153332742967,0.018330940751
MIN-2016,-0.15731385258,-0.075254014944
NE-2016,0.0328446946364,-0.0517012748076
NO-2016,0.0444670419199,0.0439096687927
NYG-2016,-0.0750663076657,-0.124729383897
NYJ-2016,0.0126182889808,-0.132076359532
OAK-2016,-0.0387903475524,0.0305874883211
PHI-2016,0.0216362876078,-0.011258813418
PIT-2016,0.0501172946661,-0.0106536804014
SD-2016,-0.102110189343,0.0158755079141
SEA-2016,-0.0264612074697,-0.123061988881
SF-2016,0.0563746986835,0.05855101473
TB-2016,-0.115029632009,0.0680362856702
TEN-2016,0.0125160409902,0.0135321226935
WAS-2016,0.0726357193903,0.0256084356615
ARI-2017,-0.116115759031,-0.0845166592887
ATL-2017,-0.030406217846,0.00373790860226
BAL-2017,0.0298623612783,0.00590720212819
BUF-2017,-0.0138676877232,0.0785436246528
CAR-2017,0.00448419431917,-0.06699005234
CHI-2017,0.00348201361547,-0.072443636764
CIN-2017,-0.0528689255856,0.0348677513935
CLE-2017,0.0705235933578,-0.0730765321017
DAL-2017,0.144793979794,0.0903709360941
DEN-2017,-0.0292279453629,-0.132750571109
DET-2017,-0.090239993949,0.0267486466065
GB-2017,0.146217919926,-0.0337978547614
HOU-2017,0.0292377714986,-0.0336882522938
IND-2017,-0.00531495544233,0.0054489501113
JAX-2017,0.0531150706955,0.0126930611834
KC-2017,0.0386982011192,0.0836796375588
LA-2017,0.0363159871251,0.0794364712022
LAC-2017,-0.0325528581003,0.0704841765451
MIA-2017,-0.0884748761403,-0.0243686230111
MIN-2017,-0.0333420482435,-0.102762732863
NE-2017,0.0119211059396,0.0594362881883
NO-2017,0.121493068681,0.0950320659436
NYG-2017,-0.0660859945128,0.0198442335325
NYJ-2017,-0.021271700909,-0.0298010622987
OAK-2017,-0.0282377749735,0.022714872184
PHI-2017,0.00946001013676,-0.0784149733398
PIT-2017,-0.0301865250206,0.0471202465514
SEA-2017,-0.0277674790821,-0.0221365763017
SF-2017,0.00827112899645,-0.019342901524
TB-2017,-0.0179770083503,0.00898377010867
TEN-2017,0.0166180595615,-0.0872503093816
WAS-2017,-0.111046378136,0.0722236479872
