TeamSeason,Offense,Defense
ARI-2009,-0.00923874874995,0.00609898449655
ATL-2009,0.146499079652,0.101856993391
BAL-2009,0.0229679632062,-0.117880985593
BUF-2009,-0.205454249454,-0.190296467785
CAR-2009,-0.0543617741108,-0.205312742601
CHI-2009,-0.125841240874,0.0684316454126
CIN-2009,-0.0128800562954,-0.0483521715264
CLE-2009,-0.298869801961,0.136854065947
DAL-2009,0.199814629579,-0.0176049606431
DEN-2009,-0.0160440903058,-0.177004805883
DET-2009,-0.254315578006,0.206947820232
GB-2009,0.134776020789,-0.0709631889599
HOU-2009,0.132123779081,-0.0101599330226
IND-2009,0.248663886631,0.0353690750387
JAC-2009,-0.0626415773034,0.268335521038
KC-2009,-0.156576511834,0.00423001071139
MIA-2009,0.0201621213594,0.0183858414808
MIN-2009,0.225339374954,0.0841041772646
NE-2009,0.290950409195,0.00341152481367
NO-2009,0.242941617751,-0.0845566208905
NYG-2009,0.190677527165,-0.0209896036502
NYJ-2009,-0.221973940745,-0.291429299718
OAK-2009,-0.288025497661,0.0553107749069
PHI-2009,0.055583135957,-0.113223643466
PIT-2009,0.0988876899228,-0.00263676605401
SD-2009,0.328917871099,0.0930125588808
SEA-2009,-0.148798091002,0.161975026658
SF-2009,-0.16305701596,-0.0952926985141
STL-2009,-0.312565654274,0.146423456052
TB-2009,-0.135293379514,-0.0114819026853
TEN-2009,-0.0567265476977,0.0559078644079
WAS-2009,0.000780911536398,0.0166643533469
ARI-2010,-0.324179500393,0.0432496206476
ATL-2010,0.166092483117,0.0402726513661
BAL-2010,0.0731298340589,-0.0764745966189
BUF-2010,-0.0934698676776,0.0203810977336
CAR-2010,-0.302638375736,-0.0481827564478
CHI-2010,-0.145526760203,-0.0910466392012
CIN-2010,0.0412239182288,-0.0656868989252
CLE-2010,-0.0763801135664,0.0212790701695
DAL-2010,0.0394641892916,0.112317589707
DEN-2010,0.0427479350962,0.195064030193
DET-2010,0.0523754669956,-0.0443810431236
GB-2010,0.148574708207,-0.168994157152
HOU-2010,0.129441586024,0.248937885668
IND-2010,0.109385851004,0.0136206497058
JAC-2010,-0.0729551771227,0.190509445257
KC-2010,-0.0197575481377,-0.00624923354537
MIA-2010,0.0179521319362,0.022821507716
MIN-2010,-0.128967326478,-0.0264403692407
NE-2010,0.294114601893,-0.0582095490108
NO-2010,0.0933206750167,0.0287511639298
NYG-2010,0.00110452584271,-0.130846177535
NYJ-2010,-0.0104669602846,-0.106229563581
OAK-2010,-0.108111179396,-0.0763022181409
PHI-2010,0.03041925922,-0.0290082930426
PIT-2010,0.16563254038,-0.153517562249
SD-2010,0.183521484124,-0.127430208329
SEA-2010,-0.134882338512,0.156320077491
SF-2010,-0.0863792301121,0.0503711442295
STL-2010,-0.14162115927,0.0297336988238
TB-2010,0.105700664781,0.0189262270642
TEN-2010,-0.0394684208572,0.0140876302223
WAS-2010,-0.0762109130619,0.0352391826803
ARI-2011,-0.0902920759949,-0.0356282902031
ATL-2011,0.0935973971002,-0.0270837791144
BAL-2011,0.0538711605004,-0.137106002905
